Marker,MarkerTimestamp,2024-05-16 12:15:21.065
1.000;5446945.399
2.000;5446949.262
3.000;5446953.956
4.000;5446964.509
5.000;5446968.260
6.000;5446973.153
7.000;5446984.711
8.000;5446988.287
9.000;5446994.203
10.000;5447005.963
11.000;5447008.882
12.000;5447014.262
13.000;5447025.782
14.000;5447029.247
15.000;5447034.755
16.000;5447045.915
17.000;5447049.628
18.000;5447055.327
19.000;5447065.930
20.000;5447069.896
21.000;5447075.154
22.000;5447085.993
23.000;5447089.965
24.000;5447095.076
25.000;5447105.973
26.000;5447109.901
27.000;5447115.721
28.000;5447126.117
29.000;5447130.565
30.000;5447136.658
